source,title,author,year_approx,period,literary_movement,register,rhetorical_genre,discursive_structure,discourse_type,narrative_level,diegetic_mimetic,focalization,person,deictic_orientation,addressee_type,deictic_object,temporal_orientation,temporal_structure,tradition,mode,genre,stanza_structure,meter,rhyme,poem_id,length_lines,source_url,length_words
colab_classified,The Bridge,Hart Crane,1930,Modernist,Modernism,Elevated,Epideictic,Cohesive,Expository,Extradiegetic,Mimetic,Omniscient,Third person,External,Implied,The bridge,Present,Linear,Modern American Poetry,Lyric,Narrative Poem,Free,Free verse,AbbaBbCcCcDdDdEeEe,,,,
colab_classified,Voyages,Hart Crane,1926,Modernist,Modernism,Elevated,Epideictic,Cohesive,Expository,Extradiegetic,,Omniscient,Third person,External,Implied,,Past,Linear,Modernist Poetry,Lyric,Descriptive Poetry,Free,Free verse,,,,,
colab_classified,anyone lived in a pretty how town,E.E. Cummings,1940,Modernist,Modernism,Playful,Epideictic,Fragmented,Poetic,,Non-diegetic,Omniscient,,Non-deictic,Implied,,Present,A-temporal,Modernist Poetry,Lyric,Descriptive Poetry,Free verse,Free verse,Free verse,,,,
colab_classified,i sing of Olaf,E.E. Cummings,1931,Modernist,Modernism,Playful,Epideictic,Fragmented,Poetic,,Non-diegetic,First person,Speaker,Subjective,Implied,,Present,A-temporal,Modernist poetry,Lyric,,Free form,Free verse,A-rhyming,,,,
colab_classified,somewhere i have never travelled,E.E. Cummings,1931,Modernist,Modernism,Intimate,Epideictic,Narrative,Poetic,First person,Internal,First person,First person singular,Subjective,Implied,,Present,Single moment,Modernist poetry,Lyric,Descriptive poetry,Free verse,Free verse,Free verse,,,,
colab_classified,The Quaker Graveyard in Nantucket,Robert Lowell,1946,Modernist,Modernism,Observational,Epideictic,Expository,Prose Poem,Extradiegetic,Mimetic,Third person omniscient,,External,Implied,The Quaker Graveyard in Nantucket,Past,Linear,American,Lyric,Poetry,Free verse,Free verse,AABBCC,,,,
colab_classified,Mr. Edwards and the Spider,Robert Lowell,1946,Modernist,Modernism,Observational,Epideictic,Expository,Narrative,Third person,Mimetic,External,Third person,Extradiegetic,Implied,Mr. Edwards,Present,Synchronous,Modernist poetry,Narrative,Short story,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Commander Lowell,Robert Lowell,1959,Postwar,Modernism,Formal,Epideictic,Monologue,Expository,Third person,Realistic,Omniscient,,Second person,Imaginary,,Present,Linear,Modern American Poetry,Narrative,Lyric Poem,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Dolphin,Robert Lowell,1973,Contemporary,Confessionalism,Confessional,Epideictic,Narrative,Poetic,First person,Mimetic,First person,First person singular,First person,Implied,Dolphin,Present,Single moment,Modernist,Lyric,Narrative poetry,Free verse,Free verse,Free verse,,,,
colab_classified,The Map,Elizabeth Bishop,1946,Modernist,Modernism,Observational,Epideictic,Expository,Narrative,Extradiegetic,Mimetic,Third person omniscient,,Extralocative,Implied,The map,Present,Static,Modernist poetry,Lyric,Lyric,Quatrains,Free verse,AABB,,,,
colab_classified,The Man-Moth,Elizabeth Bishop,1946,Modernist,Modernism,Observational,Epideictic,Expository,Factual,Extradiegetic,Mimetic,Third person,,Second person,Implied,,Present,Synchronous,Modernist Poetry,Lyric,Lyric,Free verse,Free verse,AABBCC,,,,
colab_classified,At the Fishhouses,Elizabeth Bishop,1955,Modernist,Modernism,Observational,Epideictic,Expository,Narrative,Extradiegetic,Mimetic,Third person omniscient,,External,Implied,,Present,Synchronous,Modernist poetry,Lyric,Lyric,Quatrains,Free verse,AABB,,,,
colab_classified,Questions of Travel,Elizabeth Bishop,1965,Modernist,Modernism,Reflective,Epideictic,Monologue,Expository,First person,Extradiegetic,First person internal,Speaker,Second person,Implied,The world,Present,Sequential,Modernist poetry,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The End of March,Elizabeth Bishop,1976,Contemporary,,Meditative,Epideictic,,Expository,,Mimetic,Third person,,External,Implied,,Present,Sequential,Modernist,Lyric,Poetry,Quatrains,Free verse,AABB,,,,
colab_classified,Poem,Elizabeth Bishop,1976,Contemporary,,Meditative,Epideictic,,,,,,,,,,,,,Lyric,,,Free verse,,,,,
colab_classified,The Colossus,Sylvia Plath,1960,Postwar,Modernism,Imagistic,Epideictic,Monologue,Expository,First person,Non-diegetic,Internal,First person singular,Subjective,Implied,The Colossus,Present,Static,Modernist poetry,Lyric,Lyric,Free verse,Free verse,A-B-A-B-C-C-B-A,,,,
colab_classified,The Bee Meeting,Sylvia Plath,1962,Modernist,Modernism,Observational,Epideictic,Paragraphic,Expository,Extradiegetic,Mimetic,Third person,,First person,Implied,The bees,Present,Synchronous,Modernist poetry,Lyric,,Quatrains,Free verse,AABB,,,,
colab_classified,Fever 103°,Sylvia Plath,1965,Modernist,Modernism,Introspective,Epideictic,Monologue,First person,Internal,Non-diegetic,First person,First person singular,Subjective,Implied,Self,Present,Sequential,Modernist poetry,Lyric,Free verse,Fixed,No consistent meter,No consistent rhyme,,,,
colab_classified,Nick and the Candlestick,Sylvia Plath,1965,Postwar,,Fantastical,Epideictic,Linear,Expository,Third person,Realistic,Omniscient,,Static,General,,Past,Chronological,Modernist,Narrative,Short story,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Elm,Sylvia Plath,1965,Postwar,Modernism,Melancholic,Epideictic,Expository,Monologue,First person,Non-diegetic,Internal,First person singular,Subjective,Implied,Elm tree,Present,Static,Modernist poetry,Lyric,Poetry,Free,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A,,,,
colab_classified,The Abortion,Anne Sexton,1962,Modernist,Modernism,Direct,Epideictic,Monologue,Poetic Monologue,First person,Non-diegetic,First person,Speaker,Second person,Imaginary,Unborn child,Present,Single moment,Confessional Poetry,Lyric,Narrative Poetry,Free verse,Free verse,No rhyme scheme,,,,
colab_classified,With Mercy for the Greedy,Anne Sexton,1962,Modernist,Modernism,Confessional,Epideictic,Monologue,Poetic,First person,Non-diegetic,First person internal,Speaker,First person,Implied,Self,Present,Single moment,Confessional poetry,Lyric,Poetry,Free verse,Free verse,A-B-A-B,,,,
colab_classified,Unknown Girl in the Maternity Ward,Anne Sexton,1960,Modernist,Modernism,Observational,Epideictic,Expository,Narrative,Third person,Mimetic,External,,Extradiegetic,General,,Present,Synchronous,Modernist poetry,Lyric,Lyric,Free verse,Free verse,AABBCC,,,,
colab_classified,The Starry Night,Anne Sexton,1961,Modernist,Modernism,Descriptive,Epideictic,Cohesive,Expository,Third person,Mimetic,External,,Extradiegetic,Indirect,The night sky,Present,Static,Modernist poetry,Lyric,Lyric,Free,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C,,,,
colab_classified,Dream Song 1,John Berryman,1964,Modernist,Modernism,Confessional,Epideictic,Fragmented,Monologue,First person,Non-diegetic,First person internal,Speaker,Subjective,Implied,Nan,Present,Chronological,Modern American Poetry,Narrative,Lyric,Irregular,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C,,,,
colab_classified,Dream Song 14,John Berryman,1964,Modernist,Modernism,Confessional,Epideictic,Fragmented,Monologue,First person,Non-diegetic,First person internal,Speaker,Subjective,Implied,,Present,Linear,Modern American Poetry,Narrative,Lyric,Irregular,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C,,,,
colab_classified,Dream Song 29,John Berryman,1964,Modernist,Modernism,Personal,Epideictic,Narrative,Monologue,First person,Fictional,First person internal,First person singular,Subjective,Implied,Self,Past,Sequential,Modernist poetry,Narrative,Lyric,Free,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B,,,,
colab_classified,A Supermarket in California,Allen Ginsberg,1956,Postwar,Beat,Observational,Epideictic,Expository,Monologue,Extradiegetic,Mimetic,Omniscient,First person singular,Exophoric,Implied,Supermarket,Present,Synchronous,Modernist,Lyric,Poetry,Free,Free verse,A-B-A-B-C-C-A-B-A-B-C-C-A-B-A-B-C-C,,,,
colab_classified,Sunflower Sutra,Allen Ginsberg,1956,Postwar,Beat,Confessional,Epideictic,Monologue,Poetic,First person,Non-diegetic,First person,Speaker,Second person,Imaginary,Sunflower,Present,Linear,Modernist,Lyric,Narrative poetry,Free verse,Free verse,A-B-A-B,,,,
colab_classified,Wales Visitation,Allen Ginsberg,1967,Postwar,Beat Generation,Confessional,Epideictic,Monologue,Poetic,First person,Non-diegetic,First person internal,First person singular,Subjective,Implied,,Present,Chronological,Modernist,Lyric,Free verse,Irregular,Free verse,A-B-A-B-C-C-B-A,,,,
colab_classified,The Chicago Defender Sends a Man to Little Rock,Gwendolyn Brooks,1960,Postwar,Black Arts Movement,Observational,Deliberative,Descriptive,Expository,Third person,Mimetic,External,,Extradiegetic,General,,Present,Synchronous,Modernist,Narrative,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Lovers of the Poor,Gwendolyn Brooks,1960,Postwar,Black Arts Movement,Observational,Epideictic,Paragraphic,Expository,Third person,Realistic,Omniscient,,Extradiegetic,General,,Present,Synchronous,Modernist,Narrative,Short Story,Quatrains,Free verse,AABB,,,,
colab_classified,The Blackstone Rangers,Gwendolyn Brooks,1968,Contemporary,Black Arts Movement,Observational,Epideictic,Paragraphic,Expository,Third person,Mimetic,Omniscient,,Extradiegetic,General,,Present,Chronological,Modernist,Narrative,Short story,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Heavy Bear,Delmore Schwartz,1938,Modernist,Modernism,Meditative,Epideictic,Descriptive,Expository,Extradiegetic,Mimetic,Third person omniscient,,Anaphoric,General,,Present,Static,Modernist poetry,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,"In the Naked Bed, in Plato's Cave",Delmore Schwartz,1938,Modernist,Modernism,Meditative,Epideictic,,,,,,,,,,,,,Lyric,,,Free verse,,,,,
colab_classified,Design,Robert Penn Warren,1960,Postwar,,Meditative,Epideictic,,,,,,,,,,,,Modernist,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Audubon,Robert Penn Warren,1969,Contemporary,,Descriptive,Epideictic,,Expository,Extradiegetic,Mimetic,Third person,,Extralocative,General,The natural world,Present,Static,Modernist,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Storm Warnings,Adrienne Rich,1951,Modernist,Modernism,Observational,Epideictic,Expository,Monologue,Extradiegetic,Mimetic,Third person,,Extralocative,Implied,Natural world,Present,Sequential,Modernist Poetry,Lyric,Lyric,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Snapshots of a Daughter-in-Law,Adrienne Rich,1963,Modernist,Modernism,Observational,Epideictic,Fragmented,Expository,Extradiegetic,,Third person,,,General,,Present,Linear,Modernist Poetry,Lyric,Lyric,Quatrains,Free verse,AABB,,,,
colab_classified,Orion,Adrienne Rich,1969,Contemporary,Feminist poetry,Meditative,Epideictic,Expository,Narrative,Extradiegetic,Mimetic,Third person,,Extralocative,Implied,Orion,Past,Sequential,Modernist poetry,Lyric,Narrative poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Twenty-One Love Poems,Adrienne Rich,1976,Postwar,,,,,,,,,,,,,,,,Lyric,,,,,,,,
colab_classified,The Black Walnut Tree,Mary Oliver,1979,Contemporary,,Observational,Epideictic,,Expository,,Mimetic,Third person,,Extradiegetic,General,The Black Walnut Tree,Present,Static,Modernist,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,The Ponds,Mary Oliver,1990,Contemporary,,Meditative,Epideictic,,,,,,,,,,,,,Lyric,,,Free verse,,,,,
colab_classified,At Blackwater Pond,Mary Oliver,1983,Contemporary,,Meditative,Epideictic,,,,,,,,,,Present,,,Lyric,,,Free verse,,,,,
colab_classified,The Moths,Mary Oliver,1992,Contemporary,,Meditative,Epideictic,,Expository,,,,,,,,Present,,,Lyric,,,Free verse,,,,,
colab_classified,Geometry,Rita Dove,1980,Contemporary,,Meditative,Epideictic,,,,,,,,,,,,,Lyric,,,Free verse,,,,,
colab_classified,Adolescence—I,Rita Dove,1980,Contemporary,,Melancholic,Epideictic,,,,,,,,,,nanostic,,Modernist,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Dusting,Rita Dove,1986,Contemporary,,Matter-of-fact,Epideictic,Expository,Narrative,Third person,Mimetic,External,,Extradiegetic,Implied,,Present,Synchronous,Modernist,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Thomas and Beulah,Rita Dove,1986,Contemporary,,Meditative,Epideictic,,,,,,,,,,,,,Narrative,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,On the Pulse of Morning,Maya Angelou,1993,Contemporary,,Majestic,Epideictic,,,,,,,,,,Future,,African American,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Weekend Glory,Maya Angelou,1978,Contemporary,,Celebratory,Epideictic,,,,,,,,,,Present,,African American,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Marginalia,Billy Collins,1998,Contemporary,,Reflective,Epideictic,,,,,,,,,,,,,Lyric,,,Free verse,,,,,
colab_classified,The History Teacher,Billy Collins,1991,Contemporary,,Observational,Epideictic,Expository,Monologue,,Non-diegetic,Third person omniscient,,Extradiegetic,Implied,,Present,Synchronous,Modernist,Lyric,Poetry,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Litany,Billy Collins,2002,Contemporary,,Meditative,Epideictic,,,,,,,,,,,,Modernist,Lyric,Religious,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Musée,Louise Glück,1992,Contemporary,,Reflective,Epideictic,,Expository,,,First person,Speaker,Extradiegetic,Implied,,Past,Flashback,Modernist,Lyric,,Quatrains,Free verse,AABB,,,,
colab_classified,Mock Orange,Louise Glück,1985,Contemporary,,Meditative,Epideictic,,,,,,,,,,,,,Lyric,,,Free verse,,,,,
colab_classified,The Wild Iris,Louise Glück,1992,Contemporary,,Observant,Epideictic,,,,,,,,,,Present,,Modernist,Lyric,Poetry,,Free verse,,,,,
colab_classified,Litany in Which Certain Things Are Crossed Out,Richard Siken,2005,Contemporary,,Meditative,Epideictic,,,,,,,,,,,,,Lyric,,,Free verse,,,,,
colab_classified,Scheherazade,Richard Siken,2005,Contemporary,,Meditative,Epideictic,,,,,,,,,,,,,Lyric,,,Free verse,,,,,
colab_classified,Self-Portrait at 28,David Berman,1999,Contemporary,,Introspective,Epideictic,,,,,First person,Singular,First person,Implied,,Present,,,Lyric,,Quatrains,Iambic pentameter,AABB,,,,
colab_classified,Snow,David Berman,1999,Contemporary,,Meditative,Epideictic,,,,,,,,,,Present,,,Lyric,,,Free verse,,,,,
